document id;document_name;id_x;annotation;context;start_offset;end_offset;annotator_id;annotator_name;tag_name;color;annotation_id
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Ilheos ;las Provincias y Capitanías de ***Ilheos ***y Puerto Seguro, unidos;8382;8389;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_74A2A52A-BADF-450A-99AA-623D97151E36
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Puerto Seguro;y Capitanías de Ilheos y ***Puerto Seguro***, unidos estos Indios con;8391;8404;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_B837612E-31DC-4C74-91DB-6A7CFD4B4868
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Luisiana;Provincia y Gobierno de la ***Luisiana***, corre al S entre;8802;8810;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_C3F61A19-27E2-49C6-ACB7-17B72B15F8B3
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Sergipe ;la Provincia y Capitanía de ***Sergipe ***en el Brasil, nace;8630;8638;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_EF2F7AC3-C6CD-412D-9C3A-29B0D3368006
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Omasuyos ;la Provincia y Corregimiento de ***Omasuyos ***y Reyno del Perú.;8154;8163;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_6EBE4662-C2E4-4381-BD08-EB467F7F9F9C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nueva España;"Alcaldía mayor de Metepec en ***Nueva España***; tiene 415. familias";5729;5741;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_DCA836B5-A51F-42B8-9CAD-9F066829B6E6
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Honduras;cómoda entre el cabo de ***Honduras***, en 15 gr.;3919;3927;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_2962346F-B1A9-4423-8438-A1EFDF958DD0
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Cu##maná;la Provincia y Gobierno de ***Cu##maná*** en el Reyno de Tierra-Firme;1003;1011;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_C5533482-8C21-42DF-9BA0-BFE719E7F85A
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nueva Inglaterra;una de las de la ***Nueva Inglaterra***, situada a orilla del;6215;6231;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_2B8A2F80-C214-43E8-A943-955A43B06C17
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Scal;"Canards y el banco de ***Scal***. 

§§§id";9511;9515;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_9373A75B-6BB3-4EB3-A9AE-AEF5F0D2BF89
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Branche Septentrionale ó Brazo Septentrional;"y entra en el llamado ***Branche Septentrionale ó Brazo Septentrional***. 

§§§id";9277;9321;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_27DCC66B-FA2D-455A-ADAF-64607A6BDA35
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;San Mateo Huitzolopoztco;"Chahmaltepeque.
San Lorenzo.
***San Mateo Huitzolopoztco***, Noviciado de los Dieguinos";4374;4398;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_85378F5F-C357-4D7F-91FF-F9F676543CFD
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Virginia ;la Provincia y Colonia de ***Virginia ***en el Condado de Albemarle;9205;9214;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_C4D5A21A-6FF5-435E-A17D-A2E5F1346B19
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Tortoise;rio Grande y el de ***Tortoise***, y entra en el;8851;8859;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_E9DF801C-4F37-4695-825A-FB63807AFF6E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Hernán Cortés;uno de los Capitanes de ***Hernán Cortés***, acreditado en la conquista;3495;3508;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_NonGeoEntity_Person;#00EFFD;CATMA_1B2EF7D4-4E42-4561-9E3F-6CA7C424B0DA
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Guanipá ;nace en la Mesa de ***Guanipá ***y corre al S,;1060;1068;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_686F7CB5-A79B-469E-830F-EFF5FD07884C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Santa Fe;12 leguas al O de ***Santa Fe***, y lo mismo de;9890;9898;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_AD3DFAA0-7BF3-4C23-ADE0-3B3B709AF2F9
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Tames;situada a orilla del río ***Tames***, 23 millas al N;6258;6263;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_E3B4CDF0-6E05-4A70-A0C3-87AAAE776E2E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nueva Londres;23 millas al N de ***Nueva Londres***, y 2 al S;6283;6296;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_D9D8083D-20D6-4448-8790-556059552E9E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Caillou ;"al mar entre los de ***Caillou ***y de Boursaul.

§";6082;6090;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_5DAC5551-CF18-4C05-8891-2CDF3ABABD60
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Jauja ;la Provincia y Corregimiento de ***Jauja ***en el Perú, anexo;311;317;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_48578A19-1122-4D54-9A25-081156AACC0E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nipe ;entre el rio grande de ***Nipe ***y el Petit Trou.;9110;9115;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_F29A43A8-48FD-4AFA-BD3F-FFCEAC608FB7
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Tarma ;"la Provincia y Corregimiento de ***Tarma ***en el Perú.

§";553;559;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_F91E0CD0-7A6C-4054-A9AD-A5B3AC2278D2
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Xingu;"y entra en el de ***Xingu***.

§§§id";1531;1536;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_8E83C27F-4830-450E-986A-2B649DAC5A9D
